sqft_living,sqft_lot,sqft_above,sqft_basement,sqft_living15,sqft_lot15,year,month,day,weekday,yr_built,yr_renovated,view,condition,grade,season,waterfront,living_renovate,lot_renovate,basement,floors,bedrooms,bathrooms,major_city
29,14,46,0,13,18,0,9,19,0,20,0,0,2,5,2,0,1,1,0,1,4,6,20
25,39,42,0,67,41,0,5,25,3,83,0,0,2,6,0,0,1,0,0,0,3,6,19
92,18,63,10,72,10,1,0,13,2,5,0,0,4,7,4,0,1,1,1,2,5,12,20
72,11,81,0,79,10,1,1,2,1,103,0,0,2,6,4,0,1,1,0,2,3,9,13
67,43,46,7,68,44,0,5,9,1,72,0,0,3,6,0,0,1,1,1,0,3,10,19
36,22,54,0,66,22,0,9,20,1,77,0,0,3,5,2,0,1,1,0,0,3,6,11
52,30,32,5,60,31,0,6,8,2,63,0,0,3,5,1,0,1,1,1,0,3,8,20
13,38,24,0,15,33,1,3,0,2,49,0,0,2,5,0,0,1,1,0,1,4,3,20
22,0,38,0,17,0,0,8,23,2,107,0,0,2,6,1,0,0,0,0,4,3,8,20
44,27,61,0,56,30,0,8,10,3,72,0,0,2,6,1,0,1,1,0,0,3,6,1
70,44,80,0,55,28,1,0,28,3,66,0,0,2,6,4,0,1,1,0,1,5,7,12
90,14,78,8,48,35,0,5,15,0,106,0,1,2,7,0,0,1,1,1,2,4,13,12
43,7,60,0,41,7,1,3,5,0,28,0,0,4,5,0,0,1,0,0,1,4,5,20
35,4,8,5,35,3,0,9,13,1,78,0,0,2,5,2,0,0,0,1,0,4,6,20
15,7,6,2,36,5,1,3,0,2,6,0,0,3,5,0,0,1,1,1,0,2,6,20
5,26,8,0,6,20,0,5,25,3,41,0,0,3,5,0,0,1,1,0,0,2,3,20
72,15,81,0,79,11,0,9,26,0,102,0,0,2,5,2,0,1,1,0,2,3,9,21
71,26,49,7,63,28,1,1,9,1,65,0,0,2,6,4,0,1,1,1,0,4,9,11
14,1,25,0,28,1,0,9,3,5,114,0,0,2,6,2,0,1,1,0,2,2,6,9
73,36,38,9,71,38,0,7,4,1,78,0,0,3,6,1,0,1,1,1,0,4,10,20
46,16,30,4,10,19,0,5,23,1,44,0,0,3,4,0,0,1,1,1,0,4,6,20
14,35,26,0,58,35,1,3,29,3,50,0,0,4,5,0,0,1,1,0,0,2,3,10
98,43,88,10,99,45,0,7,4,1,103,0,0,2,8,1,0,1,1,1,2,5,13,19
62,25,74,0,6,48,0,4,18,0,8,42,2,2,5,0,0,1,1,0,2,3,6,20
62,16,74,0,68,16,1,2,25,3,104,0,0,2,6,4,0,1,1,0,2,4,9,11
58,42,38,6,64,36,1,3,27,1,63,0,0,2,5,0,0,0,1,1,0,3,6,20
7,4,12,0,38,4,0,9,23,4,27,0,0,2,5,2,0,1,1,0,0,1,3,20
53,46,68,0,64,35,0,9,19,0,46,49,0,2,4,2,0,1,1,0,0,3,6,18
76,31,84,0,80,31,0,11,2,2,91,0,0,2,6,3,0,1,1,0,2,4,9,18
87,14,75,7,90,13,0,6,0,1,13,0,3,3,8,1,0,1,1,1,2,3,12,20
6,42,11,0,48,44,1,0,13,2,26,0,4,0,3,4,1,1,1,0,0,2,3,20
31,48,39,1,68,47,0,7,12,2,78,0,0,2,5,1,0,1,1,1,0,3,10,23
6,13,11,0,31,23,0,4,15,4,55,0,0,2,5,0,0,1,1,0,0,2,3,20
4,14,8,0,14,13,1,0,28,3,23,0,0,2,5,4,0,1,1,0,0,2,3,20
66,46,77,0,80,47,0,4,15,4,92,0,2,2,7,0,0,1,1,0,2,3,9,16
85,40,64,9,79,41,0,6,13,0,70,0,0,3,6,1,0,1,0,1,0,3,10,17
15,17,28,0,61,15,0,6,23,3,109,0,0,2,5,1,0,1,1,0,0,3,7,11
11,10,20,0,9,9,1,2,26,4,15,0,0,2,5,4,0,1,0,0,1,3,5,20
32,18,31,2,39,18,0,8,22,1,45,0,0,2,5,1,0,1,0,1,1,4,5,20
14,0,11,1,36,1,0,10,5,3,102,0,0,2,6,3,0,1,1,1,2,3,12,20
50,4,66,0,53,3,1,3,13,1,104,0,0,2,6,0,0,1,0,0,2,4,9,18
70,24,49,7,49,32,0,11,10,3,78,0,0,2,5,3,0,1,1,1,0,2,9,8
66,18,77,0,50,16,0,6,2,3,101,0,0,2,6,1,0,1,1,0,2,4,9,11
39,34,42,1,65,33,0,8,15,1,76,68,0,2,7,1,0,1,1,1,0,4,9,1
89,11,59,10,42,6,1,2,23,1,16,0,0,3,5,4,0,1,1,1,1,4,12,20
18,0,31,0,11,1,0,8,2,2,107,0,0,2,6,1,0,0,1,0,4,2,8,20
67,39,78,0,70,39,0,5,29,0,97,0,0,2,7,0,0,1,1,0,2,4,9,11
49,38,39,3,40,41,0,8,22,1,59,0,0,3,5,1,0,1,1,1,0,4,8,11
77,46,85,0,85,47,1,3,27,1,75,0,0,3,6,0,0,1,1,0,0,3,10,23
77,41,85,0,84,42,0,5,3,2,92,0,2,2,8,0,0,0,0,0,2,3,9,1
59,41,43,5,63,44,0,7,17,0,74,0,0,3,5,1,0,1,1,1,0,3,6,0
69,11,79,0,16,12,0,10,6,4,104,0,0,2,6,3,0,1,1,0,2,4,9,20
2,49,4,0,17,49,0,6,15,2,106,0,0,2,3,1,0,1,0,0,0,2,3,22
96,40,98,0,97,40,0,5,2,1,101,0,0,2,9,0,0,1,1,0,2,4,14,18
7,29,12,0,39,27,1,4,3,0,57,0,0,3,5,0,0,1,1,0,0,3,3,18
31,7,49,0,53,7,0,4,22,4,23,36,0,2,5,0,0,1,0,0,2,3,7,20
14,44,26,0,36,48,0,7,10,0,59,0,0,4,4,1,0,1,1,0,0,3,3,6
56,28,70,0,60,22,0,5,12,4,97,0,0,2,6,0,0,1,1,0,2,3,9,11
73,13,43,9,17,14,1,3,15,3,44,0,0,3,5,0,0,1,1,1,0,6,11,20
4,2,8,0,4,0,0,5,22,0,109,0,0,2,5,0,0,1,1,0,2,2,5,20
50,38,46,3,8,39,0,7,20,3,83,0,0,2,5,1,0,1,1,1,0,3,5,19
70,26,58,5,66,32,0,8,14,0,80,0,0,4,6,1,0,1,1,1,2,3,9,18
18,29,32,0,43,22,0,8,8,1,69,0,0,2,5,1,0,1,1,0,0,3,6,17
57,28,70,0,29,29,0,9,23,4,48,0,0,3,5,2,0,1,0,0,2,4,6,20
53,10,24,6,8,10,0,4,28,3,44,0,0,3,5,0,0,1,1,1,1,4,6,20
23,6,39,0,34,5,0,5,12,4,112,0,0,2,5,0,0,1,0,0,2,3,8,11
9,9,2,2,17,7,1,1,8,0,15,0,0,3,5,4,0,1,1,1,0,2,6,20
49,2,47,2,27,4,0,11,1,1,109,0,0,2,6,3,0,1,1,1,2,3,13,20
52,19,67,0,63,17,1,3,22,3,89,0,0,2,6,0,0,1,1,0,2,3,9,9
48,24,64,0,67,22,1,1,23,1,80,0,0,2,6,4,0,1,1,0,2,3,8,11
36,24,54,0,75,31,1,0,13,2,102,0,0,2,5,4,0,1,1,0,0,3,7,18
89,43,73,8,99,44,0,5,3,2,52,0,0,2,5,0,0,1,1,1,0,5,9,1
77,18,85,0,83,17,0,10,18,2,98,0,0,2,7,3,0,0,1,0,2,4,9,0
79,30,86,0,76,28,0,8,4,4,92,0,0,2,7,1,0,1,1,0,2,4,9,11
55,27,14,8,58,33,1,4,5,2,76,0,0,2,6,0,0,1,1,1,0,4,9,17
9,34,17,0,5,38,0,10,13,4,69,0,0,3,4,3,0,1,1,0,0,3,5,13
18,23,6,2,20,23,0,7,3,0,76,0,0,3,5,1,0,1,1,1,0,3,5,8
25,38,42,0,68,40,0,6,2,3,67,0,0,2,5,1,0,1,0,0,0,3,3,18
49,37,38,4,58,41,0,9,16,4,78,0,0,2,5,2,0,1,1,1,0,3,6,20
11,23,20,0,13,34,1,3,24,5,52,44,0,2,5,0,0,1,1,0,0,2,3,20
16,26,29,0,44,24,1,2,1,0,51,0,0,2,5,4,0,1,1,0,0,3,3,20
61,36,23,8,49,34,0,6,0,1,68,0,0,3,5,1,0,1,1,1,0,4,9,17
34,19,52,0,45,24,1,1,17,2,85,0,0,3,5,4,0,1,1,0,2,3,8,18
98,48,99,0,99,47,0,7,7,4,88,0,0,3,10,1,0,1,1,0,2,4,12,1
31,17,4,6,14,17,0,6,7,1,42,0,0,4,5,1,0,1,1,1,0,3,7,20
73,46,82,0,23,46,1,2,3,2,55,0,0,2,6,4,0,1,1,0,0,3,5,16
82,19,88,0,51,36,1,3,21,2,94,0,0,2,5,0,0,1,1,0,2,6,19,12
42,47,59,0,53,48,1,0,7,3,84,0,0,2,5,4,0,1,1,0,2,3,8,21
45,25,18,6,40,30,0,8,24,3,55,0,0,3,5,1,0,1,1,1,0,4,6,20
27,11,44,0,27,10,0,7,17,0,0,0,0,4,5,1,0,1,0,0,1,3,6,20
60,35,73,0,92,26,0,7,10,0,89,0,0,3,7,1,0,1,1,0,2,3,9,17
78,40,85,0,82,35,0,11,8,1,70,0,0,3,6,3,0,1,1,0,0,3,11,18
65,3,76,0,70,10,0,5,2,1,53,37,0,3,7,0,0,1,1,0,4,3,9,20
33,43,51,0,26,38,0,11,0,0,84,0,0,2,6,3,0,1,1,0,0,3,6,17
2,25,3,0,23,20,0,4,27,2,10,0,0,2,4,0,0,1,1,0,1,3,3,20
67,20,52,6,19,4,0,6,15,2,14,0,0,4,5,1,0,1,1,1,1,3,6,20
27,2,23,2,23,1,1,4,3,0,104,0,0,2,6,0,0,0,1,1,2,3,9,9
57,41,14,8,59,40,0,5,18,3,50,0,0,2,5,0,0,1,1,1,0,4,7,20
50,15,42,3,22,14,1,2,16,1,41,0,0,3,5,4,0,1,1,1,0,3,5,20
51,8,10,8,35,8,1,2,23,1,12,0,0,4,6,4,0,1,1,1,0,4,6,20
15,49,28,0,58,49,0,10,9,0,21,46,0,2,4,3,0,1,1,0,0,3,3,13
77,38,41,9,70,43,0,10,16,0,48,0,2,3,6,3,0,1,1,1,0,4,6,20
30,6,47,0,12,5,1,1,1,0,8,0,0,3,5,4,0,1,0,0,1,4,3,20
24,25,10,3,20,31,1,2,29,0,81,0,0,3,5,4,0,0,1,1,0,3,6,11
89,45,93,0,81,46,0,10,13,4,98,0,0,2,6,3,0,1,1,0,2,4,9,17
39,26,19,4,30,26,0,4,28,3,81,0,0,4,5,0,0,1,0,1,0,4,6,18
94,39,97,0,92,22,1,2,22,0,105,0,4,2,8,4,0,1,1,0,2,5,10,13
65,37,50,5,59,38,1,1,3,2,63,0,0,3,6,4,0,1,1,1,0,5,9,10
23,19,31,1,42,19,0,9,29,3,54,0,0,2,4,2,0,1,0,1,0,3,3,20
44,2,11,6,47,2,1,0,6,2,22,0,0,2,5,4,0,0,0,1,0,3,7,20
41,34,58,0,64,35,0,7,17,0,69,0,0,4,6,1,0,1,1,0,0,3,8,18
91,34,72,9,81,35,0,7,0,4,80,0,1,2,5,1,0,1,0,1,0,4,13,20
76,33,84,0,81,34,0,7,4,1,74,0,0,3,7,1,0,1,0,0,3,4,9,15
71,41,38,9,60,39,0,7,13,3,72,0,0,2,5,1,0,1,1,1,0,5,6,10
8,32,14,0,17,18,0,4,26,1,54,0,0,2,5,0,0,1,1,0,1,3,3,20
31,28,49,0,54,29,0,9,15,3,52,0,0,2,5,2,0,1,1,0,0,3,3,1
9,21,16,0,17,2,0,5,3,2,89,0,0,2,5,0,0,1,1,0,0,3,3,20
14,25,6,2,14,19,1,1,18,3,50,0,0,2,4,4,0,1,1,1,0,2,3,20
29,37,47,0,29,27,1,1,24,2,67,0,0,3,5,4,0,1,1,0,0,4,6,12
85,49,90,0,85,49,0,9,19,0,104,0,0,2,7,2,0,1,1,0,2,4,13,16
49,42,65,0,53,44,0,6,17,4,95,0,0,2,6,1,0,0,1,0,2,4,9,16
71,32,64,4,27,34,1,2,11,3,57,0,0,3,5,4,0,1,1,1,0,4,8,1
33,23,51,0,33,25,0,7,18,1,62,0,0,4,5,1,0,0,1,0,0,5,3,11
19,35,33,0,12,29,0,8,1,1,62,0,0,2,5,1,0,0,1,0,0,3,7,12
46,15,58,1,27,4,0,8,16,2,28,0,0,2,4,1,0,1,1,1,2,3,3,20
22,25,38,0,11,25,0,9,2,4,25,0,0,3,4,2,0,1,0,0,0,2,3,20
54,29,38,5,60,22,0,5,26,4,79,0,0,3,5,0,0,1,1,1,0,4,8,12
94,39,68,10,99,44,0,4,14,3,88,0,0,2,8,0,0,1,1,1,0,4,12,23
50,23,28,5,54,25,0,9,16,4,61,0,0,2,5,2,0,0,1,1,0,3,8,1
52,42,67,0,64,39,0,5,29,0,81,0,0,2,6,0,0,1,1,0,2,4,8,19
49,30,25,5,68,32,1,0,1,4,56,0,0,2,5,4,0,1,1,1,0,4,6,10
41,38,59,0,65,40,0,5,18,3,76,0,0,3,5,0,0,1,1,0,2,3,6,0
64,43,76,0,74,43,1,4,5,2,90,0,0,2,5,0,0,1,1,0,2,3,8,20
60,5,63,2,56,4,0,9,15,3,26,0,3,3,6,2,0,1,0,1,2,4,3,20
89,47,93,0,85,48,0,4,19,1,89,0,0,2,5,0,0,1,0,0,2,5,13,18
23,6,5,4,18,6,0,4,27,2,51,0,0,2,5,0,0,0,0,1,0,3,6,20
81,18,88,0,82,18,1,3,5,0,103,0,0,2,6,0,0,1,1,0,2,5,9,8
1,19,1,0,4,23,1,1,18,3,45,0,2,2,5,4,0,1,1,0,1,2,7,20
25,5,42,0,1,12,0,6,8,2,24,0,0,3,5,1,0,1,1,0,1,4,3,20
54,15,58,2,73,40,0,8,11,4,39,0,4,3,7,1,0,1,1,1,2,4,6,20
58,10,25,7,37,9,0,9,29,3,56,0,0,2,6,2,0,1,0,1,0,3,6,20
75,23,83,0,89,28,1,3,26,0,106,0,0,2,6,0,0,1,1,0,2,5,9,5
57,43,50,3,67,24,1,0,8,4,66,0,3,2,6,4,0,1,1,1,0,3,10,20
44,10,28,4,46,9,0,9,19,0,85,0,0,2,5,2,0,1,0,1,2,3,9,20
95,37,97,0,97,39,0,6,13,0,93,0,0,2,9,1,0,1,1,0,2,3,13,9
60,3,52,4,81,2,0,10,25,2,17,0,2,4,6,3,0,1,1,1,2,3,5,20
38,23,21,4,64,38,0,11,9,2,79,0,0,2,6,3,0,1,1,1,0,3,6,18
92,19,95,0,85,17,0,9,20,1,105,0,0,2,7,2,0,1,1,0,2,4,9,21
23,1,31,1,24,1,0,5,12,4,105,0,0,2,5,0,0,1,1,1,2,3,8,9
56,39,35,6,63,41,0,5,2,1,67,0,0,3,5,0,0,1,0,1,0,5,9,1
18,26,32,0,27,22,0,8,8,1,68,0,0,4,5,1,0,1,1,0,0,3,6,12
6,26,11,0,27,24,0,11,15,1,25,0,0,2,4,3,0,1,1,0,0,3,3,20
17,14,31,0,28,15,1,3,14,2,64,0,0,2,5,0,0,1,1,0,0,2,3,20
60,6,73,0,66,5,1,3,7,2,107,0,0,2,6,0,0,0,0,0,2,4,9,0
18,16,32,0,12,25,1,3,22,3,68,0,0,2,5,0,0,0,1,0,0,3,3,17
52,16,26,6,11,5,0,6,23,3,6,0,0,4,5,1,0,1,1,1,1,2,7,20
45,33,62,0,70,34,0,4,19,1,67,0,0,3,6,0,0,1,1,0,0,4,7,17
1,27,2,0,19,28,0,8,28,0,47,0,0,2,4,1,0,1,0,0,0,2,3,20
73,6,30,9,37,5,0,7,24,0,31,0,0,4,6,1,0,1,0,1,0,3,7,20
82,17,88,0,86,14,1,4,12,2,103,0,0,2,6,0,0,1,1,0,2,5,9,0
66,15,44,7,37,15,0,7,6,3,87,0,0,2,5,1,0,1,1,1,0,3,9,20
52,47,50,2,50,41,0,9,28,2,32,0,0,2,4,2,0,1,1,1,1,3,3,11
85,19,90,0,89,14,0,10,17,1,114,0,0,2,7,3,0,1,1,0,2,4,10,17
66,30,77,0,70,29,0,9,2,4,91,0,0,2,6,2,0,1,1,0,2,4,9,12
61,27,73,0,75,28,1,2,16,1,94,0,0,2,7,4,0,1,1,0,2,3,9,11
98,16,97,7,99,16,0,6,24,4,107,0,3,2,9,1,0,1,0,1,2,4,13,9
95,21,88,8,90,35,0,11,11,4,105,0,1,2,7,3,0,1,1,1,2,4,12,20
29,19,23,2,27,17,1,4,6,3,92,0,0,3,5,0,0,0,1,1,0,3,6,13
16,1,29,0,14,1,0,4,18,0,104,0,0,2,6,0,0,1,1,0,4,2,8,20
11,15,4,2,19,15,0,5,1,0,47,0,0,2,5,0,0,1,1,1,0,2,3,20
86,47,77,6,99,45,0,7,25,1,68,0,4,2,7,1,0,1,1,1,0,3,10,15
60,28,54,3,27,22,1,2,3,2,52,0,0,3,6,4,0,1,1,1,0,4,9,20
34,26,24,3,28,24,0,11,25,4,69,0,0,2,5,3,0,1,1,1,0,3,7,12
81,11,73,5,43,10,1,0,21,3,27,0,0,2,6,4,0,1,0,1,1,4,10,20
94,38,62,10,41,40,0,8,28,0,62,0,0,3,5,1,0,1,1,1,0,4,18,10
52,14,67,0,57,13,0,9,21,2,98,0,0,2,6,2,0,0,0,0,2,4,9,18
85,31,90,0,94,14,0,10,11,2,108,0,0,2,6,3,0,1,1,0,2,4,9,18
86,41,51,10,80,39,1,3,23,4,75,0,0,3,6,0,0,1,1,1,0,5,9,1
63,25,19,9,3,24,0,6,14,1,66,0,0,2,5,1,0,1,0,1,0,4,3,20
72,32,70,3,48,41,0,6,22,2,13,0,0,4,5,1,0,1,1,1,0,4,11,20
84,38,56,9,46,40,1,2,29,0,70,0,0,3,5,4,0,1,0,1,0,6,8,23
59,26,16,9,39,31,0,5,24,2,62,0,0,2,5,0,0,1,1,1,0,5,8,1
96,42,70,10,97,45,1,3,16,4,65,0,4,2,6,0,1,1,1,1,0,4,9,1
59,47,72,0,2,17,1,1,1,0,78,0,0,2,7,4,0,1,1,0,1,3,5,20
96,45,94,5,98,40,0,10,18,2,26,0,0,3,9,3,0,1,1,1,2,4,14,20
28,23,46,0,54,24,1,1,18,3,74,0,0,2,6,4,0,1,1,0,0,3,6,12
98,15,96,6,67,17,0,9,1,3,103,0,0,2,5,2,0,1,1,1,2,4,16,11
51,24,22,6,56,24,0,4,19,1,78,0,0,4,5,0,0,1,0,1,0,4,7,11
62,27,74,0,83,31,0,6,7,1,98,0,0,2,5,1,0,1,1,0,2,4,9,11
76,45,84,0,89,45,0,6,1,2,66,0,0,3,6,1,0,1,1,0,0,4,6,1
13,1,11,1,13,2,0,5,23,1,115,0,0,2,6,0,0,1,1,1,2,2,5,20
86,45,91,0,76,37,0,4,13,2,99,0,0,2,6,0,0,1,1,0,2,4,9,0
53,1,59,1,27,0,0,9,5,0,105,0,0,2,6,2,0,1,1,1,4,3,9,20
23,36,39,0,45,38,0,6,23,3,76,0,0,3,5,1,0,1,1,0,0,3,6,18
11,21,20,0,21,34,0,10,12,3,54,0,0,2,5,3,0,1,1,0,0,3,3,20
43,5,60,0,59,5,0,8,1,1,106,0,0,2,5,1,0,1,1,0,2,4,9,13
91,15,75,9,92,21,0,9,21,2,101,0,0,2,8,2,0,1,1,1,2,4,13,12
0,11,0,0,2,13,1,2,18,3,52,0,0,4,4,4,0,1,1,0,0,2,3,18
74,12,82,0,74,20,0,6,8,2,105,0,0,2,7,1,0,1,1,0,2,4,9,20
44,9,61,0,12,8,0,10,20,4,6,0,0,3,5,3,0,1,0,0,2,3,6,20
52,3,67,0,35,9,0,5,22,0,87,0,0,2,5,0,0,1,1,0,4,3,12,20
70,44,7,10,84,43,1,3,5,0,68,0,0,2,6,0,0,1,1,1,0,4,9,1
33,45,20,3,1,44,0,11,16,2,42,0,0,2,4,3,0,1,1,1,1,4,3,20
26,15,43,0,27,19,1,1,19,4,91,0,0,3,5,4,0,1,1,0,0,3,6,13
25,38,42,0,56,34,1,3,21,2,85,0,0,2,5,0,0,1,1,0,0,3,6,20
74,12,48,8,79,13,0,6,17,4,55,0,0,3,6,1,0,1,1,1,0,5,10,20
21,4,37,0,25,3,0,7,19,2,90,0,0,2,6,1,0,1,0,0,2,3,7,20
1,21,2,0,0,21,1,2,22,0,46,0,0,2,4,4,0,1,1,0,0,2,3,20
15,21,17,1,17,15,0,9,20,1,24,0,0,2,5,2,0,1,1,1,0,3,3,20
36,36,54,0,36,32,0,5,22,0,57,0,0,2,5,0,0,1,1,0,1,3,6,20
17,46,31,0,67,48,0,10,19,3,96,0,0,3,5,3,0,1,1,0,0,2,6,6
54,36,69,0,44,40,1,2,26,4,58,0,0,3,5,4,0,1,1,0,0,5,6,0
57,24,31,6,7,23,0,7,12,2,85,0,0,3,5,1,0,1,1,1,0,4,8,11
40,35,58,0,65,33,1,3,10,5,88,0,0,3,7,0,0,1,1,0,0,3,6,11
99,43,99,0,99,44,0,9,6,1,101,0,2,2,9,2,0,1,0,0,2,5,13,19
92,24,95,0,98,27,0,9,7,2,104,0,0,2,7,2,0,1,1,0,2,4,9,17
42,21,5,7,44,21,0,11,4,4,46,0,0,4,5,3,0,0,0,1,0,2,7,20
7,8,12,0,37,7,0,11,15,1,23,0,0,4,4,3,0,1,0,0,0,2,3,20
84,12,90,0,90,10,0,5,15,0,106,0,0,2,7,0,0,0,1,0,2,4,9,13
56,41,57,2,39,43,1,3,13,1,58,0,0,2,5,0,0,1,1,1,0,4,8,10
47,13,24,5,46,10,0,5,11,3,37,0,0,3,5,0,0,1,1,1,2,4,6,20
58,13,64,1,31,12,1,1,12,4,47,37,0,2,5,4,0,1,0,1,2,5,10,20
89,30,93,0,90,20,0,7,11,1,98,0,0,2,8,1,0,1,1,0,2,4,9,1
52,41,67,0,60,43,0,5,25,3,59,0,0,4,5,0,0,1,0,0,0,3,9,15
44,15,61,0,47,16,0,4,15,4,90,0,0,3,5,0,0,0,1,0,2,3,9,20
65,9,76,0,81,12,0,6,15,2,104,0,0,2,7,1,0,1,1,0,2,4,9,23
28,1,26,2,22,1,0,10,11,2,106,0,0,2,6,3,0,1,1,1,2,3,8,20
41,0,58,0,16,0,1,2,10,2,107,0,0,2,6,4,0,1,1,0,4,3,11,20
40,43,57,0,29,44,0,8,22,1,71,0,0,3,5,1,0,1,1,0,0,3,3,18
47,2,63,0,49,2,0,4,15,4,107,0,0,2,6,0,0,1,0,0,4,3,12,20
58,18,32,6,49,23,0,9,16,4,47,0,0,4,5,2,0,1,1,1,0,4,6,20
79,43,59,8,81,41,0,5,24,2,67,0,0,3,6,0,0,1,1,1,0,5,9,1
16,28,28,0,9,32,1,2,24,2,39,0,0,4,4,4,0,0,1,0,1,3,3,6
56,37,24,7,20,32,0,7,25,1,24,0,0,2,4,1,0,1,1,1,0,2,5,20
52,5,67,0,45,5,0,4,13,2,97,0,0,2,5,0,0,1,0,0,2,3,8,18
76,44,52,8,69,37,0,9,19,0,78,0,0,2,6,2,0,1,1,1,0,4,10,1
32,30,50,0,52,32,0,6,2,3,60,0,0,2,5,1,0,1,1,0,0,3,6,20
86,13,86,2,52,8,0,8,8,1,25,0,0,4,7,1,0,1,1,1,1,4,12,20
30,31,14,3,27,31,1,3,26,0,67,0,0,3,5,0,0,0,1,1,0,3,6,18
10,28,18,0,26,29,0,5,11,3,47,0,0,3,5,0,0,1,0,0,0,2,3,20
54,39,21,7,41,30,1,4,7,4,60,0,0,3,5,0,0,1,1,1,0,4,6,18
66,18,77,0,50,17,1,2,16,1,97,0,0,2,6,4,0,1,1,0,2,4,9,0
39,21,56,0,36,17,0,11,8,1,99,0,0,2,5,3,0,1,1,0,2,4,8,0
58,8,57,2,21,8,1,0,27,2,25,57,0,2,7,4,0,1,1,1,2,4,7,20
55,19,69,0,52,29,0,7,25,1,98,0,0,2,6,1,0,1,1,0,2,4,9,20
42,46,60,0,83,46,1,3,23,4,53,0,4,2,7,0,0,1,1,0,0,3,5,20
99,41,99,10,68,33,0,10,19,3,100,0,2,2,11,3,0,1,1,1,2,4,15,12
31,7,49,0,37,8,1,1,5,4,85,0,0,2,5,4,0,1,1,0,2,3,9,18
22,12,17,2,53,9,0,10,17,1,47,0,0,2,5,3,0,1,1,1,0,3,5,20
68,17,49,6,58,17,0,10,3,1,26,43,3,2,6,3,0,1,0,1,2,3,7,20
91,5,86,5,93,4,0,6,7,1,107,0,0,2,7,1,0,1,1,1,2,4,13,9
55,31,12,8,56,29,0,9,15,3,62,0,2,3,5,2,0,1,1,1,0,5,6,1
2,4,3,0,6,3,1,3,8,3,3,0,0,3,4,0,0,1,0,0,1,3,3,20
53,10,68,0,9,1,1,0,20,2,11,0,0,3,5,4,0,1,1,0,2,4,3,20
24,29,24,1,38,30,1,3,28,2,92,0,0,2,5,0,0,1,1,1,0,3,9,6
19,28,15,1,9,29,0,4,18,0,53,0,0,2,5,0,0,1,1,1,0,4,5,20
41,13,59,0,61,13,0,9,0,2,56,0,1,3,6,2,0,1,0,0,0,3,6,20
42,13,11,6,44,13,1,1,21,6,51,0,2,3,5,4,0,0,1,1,0,2,3,20
12,20,3,2,32,20,0,5,26,4,44,0,0,3,4,0,0,1,1,1,0,5,3,20
44,19,61,0,35,31,0,9,0,2,83,0,0,2,6,2,0,1,1,0,2,3,8,12
70,10,80,0,84,9,1,3,6,1,103,0,0,2,6,0,0,1,0,0,2,3,9,11
15,32,28,0,39,39,1,0,12,1,68,0,0,2,6,4,0,1,1,0,0,3,5,23
4,8,8,0,17,7,1,0,15,4,55,0,0,2,5,4,0,1,1,0,0,3,3,20
98,45,97,5,95,46,1,3,20,1,98,0,2,2,9,0,0,1,1,1,2,4,17,1
86,12,91,0,92,13,0,6,16,3,99,0,0,2,6,1,0,0,1,0,2,5,11,18
98,44,99,0,91,45,1,3,1,3,71,0,4,4,9,0,0,1,1,0,4,4,16,20
83,31,81,2,78,35,0,7,7,4,65,0,0,3,6,1,0,1,1,1,2,4,8,20
59,38,37,6,50,40,0,9,9,4,52,0,0,2,5,2,0,1,0,1,0,4,6,20
19,34,33,0,21,36,0,4,27,2,79,0,0,2,5,0,0,1,1,0,0,3,6,20
33,9,51,0,41,8,1,2,5,4,26,0,0,3,5,4,0,1,0,0,1,4,3,20
37,18,55,0,65,20,1,2,24,2,61,0,0,3,6,4,0,1,1,0,0,3,8,20
0,31,1,0,8,33,1,1,2,1,43,0,0,4,4,4,0,1,0,0,0,2,3,20
93,49,96,0,55,49,0,4,8,4,107,0,0,2,7,0,0,1,1,0,2,4,12,4
61,37,73,0,15,34,0,11,2,2,50,0,0,2,5,3,0,1,1,0,1,4,3,20
38,37,56,0,70,36,1,3,23,4,73,63,0,2,6,0,0,1,1,0,0,3,9,15
76,19,84,0,83,17,0,7,21,4,99,0,0,2,7,1,0,1,1,0,2,4,9,18
98,49,97,9,99,49,0,11,22,1,106,0,3,2,8,3,0,0,1,1,2,4,17,16
90,42,71,9,91,31,0,7,18,1,90,0,0,2,7,1,0,1,1,1,2,4,13,19
63,30,75,0,68,31,1,2,30,1,60,0,0,2,6,4,0,1,0,0,2,3,5,15
44,3,61,0,36,3,0,8,25,4,114,0,0,2,6,1,0,1,0,0,2,4,8,20
32,29,50,0,50,31,0,7,27,3,59,0,0,3,5,1,0,1,1,0,0,3,6,20
23,27,39,0,19,28,0,6,7,1,44,0,0,2,4,1,0,1,0,0,1,3,3,20
59,18,15,9,19,18,1,2,12,4,17,0,0,4,5,4,0,1,0,1,0,4,6,20
13,1,23,0,6,3,0,5,16,1,110,0,0,2,6,0,0,0,1,0,4,3,9,20
69,12,59,5,55,12,1,3,6,1,88,0,0,2,7,0,0,1,0,1,2,4,9,20
34,1,16,4,34,0,0,9,28,2,114,0,1,2,7,2,0,0,1,1,2,3,9,20
99,39,99,8,99,42,0,4,26,1,104,0,4,2,9,0,0,1,1,1,2,4,11,21
63,28,60,3,43,9,0,6,8,2,29,0,0,4,6,1,0,1,1,1,1,3,12,20
92,14,88,5,52,13,1,3,9,4,112,0,0,2,8,0,0,1,0,1,2,5,15,18
